gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count
Female,55,Canada,Sydney,Enterprise,53,Web,Quarterly,16,0,13.464072862597938,4,0.08,1,70,3710,Card,0,Yes,Yes,0,7.360409269635266,Billing,2.0,0,0.63,0.03,-8,Neutral,0
Female,61,USA,Delhi,SME,25,Web,Monthly,39,0,6.076156700782196,8,0.05,8,10,250,Card,0,Yes,No,1,42.79270652644449,,5.0,0,0.87,0.18,-72,Satisfied,0
Female,59,Canada,Sydney,Enterprise,56,Web,Quarterly,31,0,16.166959217564905,10,0.02,0,30,1680,PayPal,1,Yes,Yes,0,34.589892851976835,,4.0,0,0.24,0.2,-12,Satisfied,0
Female,37,Bangladesh,Berlin,SME,35,Referral,Monthly,15,7,10.500084937820825,4,-0.06,4,70,2450,PayPal,0,No,No,1,21.23371224622695,Technical,3.0,2,0.55,0.31,93,Satisfied,1
Female,34,Bangladesh,Delhi,Individual,15,Referral,Quarterly,26,4,26.04939705803177,6,-0.2,38,100,1500,Card,0,Yes,No,1,15.641949930568114,Technical,5.0,0,0.87,0.31,7,Satisfied,0
Male,50,India,Berlin,Individual,23,Referral,Monthly,29,6,22.206150527676897,8,0.19,18,20,460,PayPal,0,No,Yes,0,29.517483808345887,Billing,5.0,0,0.46,0.2,6,Satisfied,1
Female,55,USA,London,Individual,8,Web,Quarterly,44,5,7.48452929489483,4,-0.16,0,50,400,Bank Transfer,1,No,No,2,27.669376811606107,Billing,4.0,0,0.31,0.39,49,Satisfied,1
Female,36,USA,London,SME,34,Web,Monthly,24,0,21.577207362886774,5,0.12,26,70,2380,Card,1,No,No,2,27.680801815290984,,4.0,0,0.64,0.4,-6,Satisfied,0
Male,26,Australia,London,SME,30,Referral,Quarterly,17,4,4.951050627983962,4,0.13,3,50,1500,PayPal,1,Yes,No,0,8.96900624056802,Technical,3.0,2,0.57,0.43,18,Unsatisfied,0
Male,25,Bangladesh,Delhi,Individual,3,Web,Quarterly,13,6,13.426878801911256,8,0.16,0,50,150,PayPal,0,No,Yes,0,19.880549982723704,Billing,5.0,1,0.48,0.08,69,Unsatisfied,1
Female,21,India,Dhaka,Individual,8,Web,Monthly,13,7,20.16273540099511,3,-0.09,9,30,240,Card,1,No,Yes,0,30.004655393168484,Technical,4.0,1,0.37,0.26,6,Neutral,0
Female,33,UK,Berlin,SME,29,Mobile,Quarterly,15,3,12.163016048388537,4,0.06,9,10,290,Card,1,No,No,0,35.769864687512985,Technical,4.0,0,0.4,0.11,38,Satisfied,1
Male,43,Australia,New York,SME,32,Referral,Monthly,19,1,10.433891291632792,3,-0.13,10,10,320,PayPal,0,Yes,No,0,24.733277997852205,,3.0,0,0.22,0.2,-23,Neutral,1
Male,39,Canada,Berlin,SME,8,Web,Monthly,14,1,7.432092261747952,3,0.1,12,50,400,Card,1,No,No,1,22.62801859991011,Technical,4.0,1,0.68,0.18,42,Neutral,0
Male,61,UK,New York,Individual,4,Web,Monthly,20,3,10.931834620806308,5,-0.11,7,30,120,Card,0,Yes,Yes,0,14.658953122507764,Technical,5.0,0,0.75,0.45,78,Satisfied,0
Male,72,India,Sydney,SME,48,Web,Quarterly,16,4,11.592445996687449,9,0.09,13,100,4800,Bank Transfer,1,Yes,No,1,25.84340476540402,Technical,4.0,0,0.54,0.03,49,Neutral,1
Female,56,Bangladesh,London,Individual,52,Referral,Monthly,20,7,1.0,1,0.04,3,10,520,PayPal,0,No,No,0,34.17894333963572,,5.0,0,0.68,0.44,47,Neutral,1
Male,28,India,Sydney,Individual,44,Mobile,Monthly,17,6,5.008300317941835,5,-0.17,2,30,1320,Card,1,No,No,0,26.739180589138805,Service,2.0,0,0.89,0.35,-8,Unsatisfied,2
Male,38,UK,Dhaka,Enterprise,36,Web,Quarterly,20,1,5.225831768342751,6,0.13,2,100,3600,Card,0,No,No,1,30.042381087258757,Billing,3.0,0,0.48,0.26,-14,Unsatisfied,1
Male,27,Canada,London,Individual,59,Mobile,Quarterly,31,5,14.311041286243947,1,-0.16,11,70,4130,Card,0,No,No,2,15.180354826928154,Service,4.0,1,0.26,0.3,45,Satisfied,0
Male,18,Canada,Toronto,Enterprise,19,Web,Monthly,0,0,13.456380207649612,3,0.33,28,100,1900,Card,0,No,No,2,26.796728265814227,Technical,4.0,0,0.47,0.07,39,Satisfied,1
Female,24,USA,Delhi,Individual,1,Mobile,Yearly,3,4,18.105650427473,6,0.16,43,50,50,Card,0,Yes,Yes,3,11.680773691756624,Technical,5.0,0,0.2,0.15,58,Satisfied,0
Male,22,USA,Berlin,SME,25,Referral,Quarterly,27,3,22.920393167880505,8,-0.13,2,10,250,Card,0,Yes,No,2,22.386778654060095,Billing,3.0,0,0.64,0.17,-80,Neutral,0
Female,18,Bangladesh,New York,Individual,16,Mobile,Quarterly,4,5,19.46482939016966,4,0.08,0,20,320,Card,0,Yes,No,1,26.242484516679696,Service,4.0,0,0.4,0.25,100,Satisfied,0
Male,68,UK,Delhi,SME,47,Web,Monthly,12,7,24.40524911224729,9,0.06,5,30,1410,Card,1,No,No,2,26.02004133206137,Service,3.0,0,0.61,0.04,-57,Satisfied,0
Male,61,Germany,New York,SME,6,Referral,Yearly,18,1,4.3387402786253055,6,0.02,2,10,60,Card,0,Yes,No,0,24.784889003014843,Technical,4.0,0,0.48,0.36,-60,Unsatisfied,2
Female,58,USA,London,Individual,8,Web,Monthly,8,5,5.153503623761818,4,-0.03,6,30,240,Card,0,No,Yes,0,37.1454074761199,Service,3.0,0,0.77,0.14,41,Unsatisfied,1
Male,33,UK,Berlin,SME,33,Mobile,Quarterly,36,5,1.0,7,0.06,9,50,1650,Card,0,Yes,No,1,20.855225001619445,Service,4.0,0,0.55,0.44,-6,Satisfied,1
Female,34,Bangladesh,Dhaka,Enterprise,48,Web,Yearly,42,1,27.46350749158257,6,-0.04,5,10,480,Card,1,No,No,1,23.31993833326865,Billing,4.0,1,0.5,0.24,37,Satisfied,0
Male,54,USA,Sydney,Individual,14,Web,Monthly,44,5,21.19418219848979,5,-0.19,0,50,700,Card,0,No,No,1,23.680012415586475,Billing,5.0,1,0.36,0.08,67,Satisfied,0
Male,60,Bangladesh,Toronto,Individual,3,Web,Monthly,12,0,20.967223142843544,3,0.01,5,50,150,Card,0,Yes,No,0,26.699380663726437,Service,5.0,1,0.3,0.23,98,Unsatisfied,3
Female,66,India,New York,Individual,59,Web,Monthly,30,6,14.390421674584683,4,-0.05,2,50,2950,PayPal,0,No,No,1,40.60887300887987,Billing,4.0,0,0.57,0.26,-27,Neutral,2
Female,26,Bangladesh,Toronto,SME,5,Mobile,Quarterly,14,7,16.03090824567485,6,-0.33,13,30,150,PayPal,3,No,No,3,32.08841308249795,Service,3.0,0,0.3,0.3,-35,Satisfied,0
Female,43,Germany,New York,Individual,4,Mobile,Quarterly,40,5,15.008424655041743,12,-0.02,16,20,80,Bank Transfer,1,No,No,2,6.6197189107856005,Service,3.0,1,0.36,0.06,13,Satisfied,3
Male,25,Germany,London,SME,33,Mobile,Quarterly,3,4,16.96633176878081,6,-0.17,0,50,1650,Card,0,No,Yes,1,17.710242030348294,Billing,4.0,0,0.73,0.09,-10,Unsatisfied,0
Male,44,Canada,Dhaka,Enterprise,58,Web,Monthly,13,3,11.935910330938912,6,-0.02,2,20,1160,Card,1,Yes,No,1,29.174341628712625,Billing,3.0,1,0.47,0.05,-5,Unsatisfied,2
Male,60,UK,Dhaka,Individual,25,Referral,Yearly,1,2,7.323631932789651,4,-0.11,2,50,1250,Card,1,No,Yes,1,36.59091633325186,,4.0,0,0.69,0.42,-9,Neutral,3
Male,43,Germany,Dhaka,Individual,53,Mobile,Yearly,11,3,28.398149009797795,5,0.25,0,10,530,Card,0,No,No,3,33.514173432978495,Technical,3.0,0,0.32,0.02,-45,Unsatisfied,1
Male,43,Germany,London,SME,58,Web,Yearly,33,2,16.49088469700989,4,-0.11,24,30,1740,Card,1,Yes,No,0,26.763799817690163,,3.0,0,0.41,0.01,43,Satisfied,0
Male,29,Bangladesh,Delhi,Individual,40,Mobile,Monthly,21,1,24.256016165542853,4,0.04,8,20,800,Card,0,No,No,0,10.485109290434371,Billing,1.0,0,0.23,0.12,47,Neutral,1
Male,67,Bangladesh,London,Individual,32,Mobile,Monthly,19,4,17.71022768589115,4,0.35,0,50,1600,Card,0,Yes,No,2,31.18879031511297,Billing,5.0,0,0.39,0.06,95,Neutral,1
Male,61,Australia,Sydney,Enterprise,33,Web,Quarterly,15,3,12.464270175852707,5,-0.02,1,50,1650,Card,0,No,No,1,31.67086828521982,Technical,4.0,1,0.6,0.03,30,Satisfied,2
Female,24,India,Berlin,SME,29,Mobile,Monthly,24,7,13.118301023305785,4,-0.02,21,20,580,PayPal,0,Yes,No,2,38.500711306401605,Billing,4.0,0,0.82,0.14,43,Neutral,0
Female,26,Bangladesh,London,Individual,21,Mobile,Quarterly,12,7,4.399665330560183,7,-0.06,3,50,1050,Card,0,Yes,No,2,21.85144520110574,Technical,5.0,1,0.29,0.31,-16,Unsatisfied,1
Female,35,Germany,Sydney,SME,18,Referral,Monthly,21,0,20.986917213653847,6,0.04,22,50,900,Bank Transfer,0,No,No,0,30.83526391350868,Technical,3.0,0,0.87,0.28,-30,Neutral,1
Male,22,USA,Delhi,Individual,53,Web,Monthly,9,0,10.767069999041755,2,-0.1,0,10,530,Card,0,No,No,1,19.481418591033936,Technical,2.0,0,0.48,0.14,43,Neutral,0
Male,64,UK,Sydney,Individual,57,Web,Monthly,25,6,7.31294659026374,4,0.14,16,100,5700,Card,1,No,No,0,25.752032179262347,Technical,3.0,2,0.25,0.14,28,Satisfied,1
Male,44,UK,Toronto,Individual,10,Mobile,Yearly,21,6,13.394141180588054,1,-0.06,14,70,700,PayPal,0,No,No,1,34.46151053473712,Technical,4.0,1,0.82,0.46,38,Unsatisfied,1
Male,59,India,Toronto,Individual,14,Referral,Monthly,20,5,9.68002873711249,5,0.17,25,100,1400,Card,0,Yes,No,1,27.89953199316237,Service,5.0,1,0.72,0.27,33,Unsatisfied,0
Male,44,Bangladesh,Toronto,Individual,39,Web,Yearly,0,4,17.784223322632872,10,0.02,21,20,780,Bank Transfer,1,No,Yes,1,20.28867325875672,Technical,3.0,1,0.12,0.26,97,Neutral,0
Female,46,Australia,Dhaka,SME,39,Web,Monthly,39,7,19.13863375346264,7,0.06,5,100,3900,PayPal,2,No,No,1,36.767557898126526,Technical,5.0,0,0.85,0.04,65,Satisfied,0
Female,28,India,Sydney,SME,18,Mobile,Quarterly,14,3,24.577124297934184,3,-0.01,8,10,180,Card,0,No,No,2,27.58609066633148,,5.0,1,0.2,0.45,31,Satisfied,1
Female,64,USA,Toronto,Individual,29,Web,Monthly,15,5,5.991912867904327,2,-0.05,3,50,1450,PayPal,0,Yes,No,2,14.172136709376836,Technical,4.0,0,0.87,0.08,38,Satisfied,1
Female,52,UK,Toronto,SME,29,Web,Monthly,23,0,18.302861024883043,7,0.12,3,10,290,PayPal,0,Yes,No,4,31.097461070912598,,2.0,0,0.67,0.28,9,Satisfied,2
Female,25,Germany,Berlin,Individual,16,Referral,Yearly,14,0,23.25543543224784,6,0.07,14,30,480,PayPal,0,No,No,0,35.11829983428136,Technical,4.0,0,0.17,0.15,43,Neutral,1
Female,46,Canada,Berlin,Individual,42,Web,Quarterly,11,5,29.340670193101914,4,0.0,3,50,2100,Bank Transfer,0,No,No,1,19.152147178502357,Service,4.0,0,0.6,0.44,35,Neutral,0
Female,56,UK,Sydney,Individual,6,Mobile,Quarterly,22,1,16.482668585802134,2,0.22,4,30,180,PayPal,0,Yes,No,1,26.25945022454331,Service,2.0,1,0.51,0.13,20,Satisfied,2
Male,66,UK,Toronto,SME,34,Web,Quarterly,24,6,16.325954797365267,5,-0.02,2,20,680,Card,1,Yes,Yes,1,20.43849400839787,Service,4.0,0,0.18,0.31,28,Neutral,1
Male,74,Bangladesh,Toronto,Individual,7,Web,Quarterly,24,4,13.596770245038568,8,0.01,18,50,350,Card,0,Yes,Yes,1,31.999652446236936,Billing,3.0,1,0.41,0.28,4,Satisfied,0
Female,57,Germany,Berlin,Individual,40,Web,Monthly,0,5,24.845867722548533,5,0.14,21,30,1200,Card,0,No,No,1,43.09025664962734,Billing,4.0,0,0.3,0.11,-35,Unsatisfied,1
Female,55,Bangladesh,Delhi,Individual,26,Referral,Yearly,17,7,1.930430517040545,4,-0.15,15,20,520,Card,1,No,No,0,30.43599318667674,Service,3.0,0,0.15,0.49,-28,Satisfied,0
Male,35,Germany,New York,Individual,17,Referral,Quarterly,26,1,13.090287918451228,6,0.1,29,30,510,Card,0,Yes,Yes,1,15.496941432296818,Technical,3.0,0,0.16,0.43,32,Satisfied,0
Male,29,USA,Delhi,Individual,8,Web,Yearly,26,0,10.015508231579526,7,-0.17,10,50,400,Card,0,No,No,3,7.781280987371229,Billing,4.0,0,0.35,0.25,67,Unsatisfied,4
Male,52,UK,Sydney,Individual,39,Web,Monthly,29,4,32.1528808940252,6,-0.1,22,20,780,Card,0,No,No,1,19.33123366274306,Technical,5.0,0,0.44,0.44,45,Neutral,1
Male,30,India,Delhi,SME,56,Web,Monthly,22,1,8.579535035459235,7,0.16,2,70,3920,PayPal,0,No,Yes,1,19.609157299279687,Billing,3.0,0,0.3,0.47,-67,Neutral,0
Female,61,UK,New York,Individual,53,Mobile,Yearly,18,4,9.151716768863231,6,0.06,4,100,5300,PayPal,1,No,No,3,10.128754119943984,Billing,3.0,0,0.41,0.29,72,Satisfied,1
Male,70,UK,New York,Individual,22,Web,Monthly,0,5,16.451073236786637,2,-0.08,6,20,440,Card,1,No,No,1,21.255447240408905,Service,3.0,2,0.86,0.17,34,Unsatisfied,3
Male,45,USA,Dhaka,Individual,23,Web,Yearly,14,0,5.7309344057289096,4,0.07,12,70,1610,Bank Transfer,1,No,No,1,35.52808469454753,Technical,1.0,0,0.31,0.25,-24,Neutral,1
Female,64,India,Berlin,SME,23,Web,Quarterly,22,5,14.95546581189138,6,-0.34,12,50,1150,PayPal,0,Yes,No,0,23.91164130047679,,2.0,1,0.16,0.26,-55,Neutral,2
Female,41,Germany,Berlin,Individual,45,Web,Monthly,23,7,7.273577850426106,5,0.11,5,20,900,Bank Transfer,0,No,No,1,29.70838208015357,Technical,3.0,1,0.72,0.4,90,Unsatisfied,0
Female,41,Canada,Sydney,Enterprise,17,Web,Monthly,11,2,20.66428841032632,6,-0.02,0,10,170,PayPal,0,Yes,No,1,47.420504447228126,Technical,1.0,0,0.61,0.43,22,Satisfied,2
Male,57,Australia,New York,Enterprise,34,Referral,Monthly,11,4,23.4758601148446,4,0.22,8,10,340,Card,1,No,No,0,27.476372725335175,Service,2.0,0,0.26,0.19,89,Neutral,1
Male,46,Canada,London,Individual,15,Mobile,Monthly,23,5,29.48449976844901,9,0.13,7,10,150,Card,0,No,Yes,0,21.304155708375287,Technical,4.0,1,0.42,0.24,60,Neutral,2
Female,32,India,London,Individual,56,Referral,Quarterly,32,1,22.822252663553886,5,-0.11,11,10,560,PayPal,2,No,No,1,14.561288901668997,Technical,4.0,0,0.54,0.07,-16,Neutral,1
Female,30,Australia,London,Individual,43,Web,Monthly,27,7,21.66570328006646,4,-0.0,9,50,2150,Card,1,No,No,0,13.642668047007186,Technical,2.0,0,0.78,0.09,73,Unsatisfied,1
Female,67,USA,London,Individual,57,Web,Quarterly,35,4,17.88950177715978,5,0.1,15,50,2850,Card,0,No,No,2,45.5632684183738,Technical,4.0,0,0.43,0.48,0,Neutral,1
Female,34,Germany,Toronto,Individual,50,Web,Monthly,7,2,16.66582144708494,9,0.05,0,20,1000,PayPal,0,No,No,2,18.935688041300292,Technical,4.0,0,0.74,0.42,59,Neutral,1
Female,38,Germany,New York,Individual,50,Mobile,Quarterly,20,2,18.559409600809552,4,0.11,8,70,3500,Card,0,Yes,Yes,1,18.736968014112133,Technical,2.0,0,0.59,0.3,66,Satisfied,0
Male,28,Canada,Dhaka,SME,58,Web,Quarterly,20,3,24.732235220748905,7,0.13,4,20,1160,Bank Transfer,3,No,No,0,13.664167411086655,Technical,3.0,0,0.48,0.32,12,Unsatisfied,1
Male,27,UK,Berlin,Individual,27,Referral,Monthly,7,7,20.37898227748422,1,-0.06,6,50,1350,PayPal,0,No,No,0,30.00070889318271,Service,2.0,0,0.17,0.04,-16,Neutral,1
Female,43,Australia,Berlin,SME,15,Referral,Quarterly,18,2,9.50697065912188,8,-0.09,7,30,450,Card,0,Yes,No,0,50.87687147431965,,3.0,0,0.55,0.2,-32,Satisfied,0
Female,52,Canada,Dhaka,Individual,39,Mobile,Monthly,9,4,18.78740784189332,6,-0.02,1,100,3900,Bank Transfer,1,No,No,0,1.0,Technical,4.0,1,0.5,0.02,92,Satisfied,0
Female,45,India,Dhaka,SME,35,Web,Monthly,0,6,22.459615436397375,1,0.15,8,100,3500,Card,0,No,No,3,17.960430188127546,Service,3.0,0,0.71,0.02,39,Satisfied,1
Female,53,Australia,Berlin,Individual,22,Referral,Quarterly,22,2,27.945297279460817,9,-0.21,3,70,1540,Card,0,Yes,No,3,17.74442957894027,,3.0,1,0.87,0.16,-19,Unsatisfied,1
Female,68,India,London,Individual,27,Mobile,Monthly,22,4,17.180146568026235,5,-0.04,1,50,1350,Card,1,Yes,No,0,13.92132083041341,Service,3.0,0,0.83,0.5,10,Satisfied,2
Male,72,India,Toronto,Enterprise,44,Web,Yearly,18,6,10.163616912592946,3,0.06,18,20,880,Card,0,No,No,1,19.051170961104877,,5.0,0,0.7,0.38,81,Unsatisfied,0
Male,64,Germany,Toronto,Individual,38,Web,Quarterly,38,5,1.3477563071287673,3,0.38,19,10,380,PayPal,1,No,Yes,1,22.80692710333685,Service,3.0,0,0.44,0.19,38,Unsatisfied,2
Female,60,Canada,Sydney,Individual,10,Referral,Quarterly,18,3,16.77091752488063,7,0.03,6,10,100,Bank Transfer,1,Yes,No,0,22.65461920281775,Technical,4.0,0,0.49,0.14,-31,Neutral,1
Male,21,Germany,Delhi,Individual,36,Referral,Monthly,25,4,17.973663114178706,7,-0.11,3,30,1080,Card,0,Yes,No,1,21.09407345031241,Billing,2.0,1,0.6,0.3,54,Satisfied,1
Female,29,Germany,London,Individual,22,Referral,Monthly,31,0,20.711995830069803,5,0.07,16,50,1100,Card,0,No,No,4,45.57730299630094,Billing,5.0,1,0.82,0.24,24,Unsatisfied,1
Male,53,UK,London,Individual,4,Mobile,Yearly,9,6,14.856727797219053,2,-0.19,4,10,40,Card,2,No,No,3,13.575545129381942,,5.0,1,0.16,0.16,38,Satisfied,2
Female,51,UK,Berlin,Individual,24,Web,Monthly,10,7,4.7259271477927225,10,0.18,2,30,720,Card,0,No,No,0,12.816504286832886,Technical,4.0,0,0.34,0.35,-46,Satisfied,3
Female,39,USA,New York,Enterprise,56,Web,Yearly,20,4,21.692903592227243,3,0.11,6,50,2800,Bank Transfer,0,No,Yes,0,29.95433346416993,,3.0,0,0.28,0.12,22,Neutral,1
Female,49,USA,London,SME,50,Mobile,Yearly,21,6,17.292929596189893,5,-0.1,7,10,500,Card,0,No,No,2,36.01534719016031,Service,3.0,0,0.16,0.06,91,Neutral,0
Male,37,Germany,London,Individual,4,Mobile,Monthly,16,0,17.176406912118754,2,-0.11,0,70,280,Card,0,No,No,3,39.61685005123178,Billing,4.0,0,0.72,0.26,16,Unsatisfied,0
Female,40,Bangladesh,Berlin,Individual,24,Mobile,Monthly,30,4,15.216243648362656,4,-0.03,13,50,1200,Bank Transfer,0,No,No,4,21.691846397816818,,2.0,1,0.32,0.46,-14,Unsatisfied,0
Male,65,UK,Toronto,Individual,40,Web,Quarterly,5,4,6.6391455130536645,11,0.36,48,20,800,Bank Transfer,0,No,No,1,23.464051970473133,Technical,4.0,0,0.25,0.4,0,Neutral,2
Male,65,Bangladesh,New York,Individual,23,Referral,Yearly,27,1,6.325373911053113,1,-0.13,10,50,1150,Bank Transfer,0,No,No,0,11.517754176452012,Billing,2.0,0,0.68,0.16,57,Neutral,0
Female,30,Bangladesh,London,SME,53,Referral,Quarterly,15,1,18.68575296468584,5,-0.14,22,10,530,Card,0,No,No,4,12.28011361022648,Service,4.0,0,0.61,0.31,17,Neutral,0
Female,43,India,Sydney,SME,22,Referral,Monthly,42,1,8.562818850844408,3,0.08,35,20,440,Card,0,No,No,2,21.056414853968505,,3.0,2,0.52,0.08,-43,Satisfied,1
Female,73,Germany,Delhi,Individual,30,Web,Monthly,23,6,16.773939193732666,6,-0.15,6,70,2100,Card,0,No,No,0,20.344402983601345,Billing,4.0,2,0.78,0.17,83,Satisfied,1
Male,57,USA,Delhi,SME,23,Web,Quarterly,16,5,27.764020417489128,5,0.11,2,30,690,PayPal,1,No,No,1,20.45450506038299,Billing,4.0,0,0.18,0.07,1,Satisfied,0
Male,59,Canada,Toronto,Enterprise,20,Web,Monthly,22,3,5.319030107155555,2,0.0,2,50,1000,Card,0,No,Yes,3,29.2359742708674,Technical,4.0,0,0.61,0.19,-28,Satisfied,4
Female,22,UK,Berlin,Enterprise,31,Web,Quarterly,13,2,10.371363151249444,2,0.04,4,30,930,Card,0,Yes,No,1,26.122112863537783,Technical,4.0,0,0.42,0.03,17,Unsatisfied,0
Male,58,UK,Sydney,Individual,8,Web,Monthly,12,0,20.85929807464011,4,-0.19,19,70,560,Card,0,No,No,0,29.94207588988129,Technical,4.0,1,0.9,0.44,-4,Neutral,1
Female,26,India,Toronto,Individual,14,Mobile,Monthly,2,4,10.92281463957843,4,-0.1,13,50,700,Card,0,No,Yes,2,21.29596574868681,Technical,4.0,1,0.88,0.25,53,Neutral,2
Male,68,Australia,London,Enterprise,43,Mobile,Monthly,22,7,23.926438893548728,4,0.07,8,50,2150,Card,2,No,Yes,2,24.674284188963927,Service,4.0,3,0.28,0.24,78,Satisfied,2
Female,58,India,Sydney,SME,13,Web,Yearly,42,4,15.595389984746417,8,0.04,21,10,130,PayPal,0,No,No,0,46.09578315483554,Technical,2.0,0,0.14,0.09,8,Neutral,1
Female,54,Australia,London,Individual,59,Web,Quarterly,20,0,14.405233676432236,4,0.01,4,10,590,Card,1,No,No,2,28.861231010329444,Service,3.0,0,0.81,0.11,26,Neutral,0
Male,49,Germany,New York,Individual,4,Web,Monthly,21,3,23.22220942879495,8,0.0,1,10,40,Card,0,Yes,No,2,29.35914205971639,Technical,4.0,0,0.75,0.13,58,Neutral,3
Female,71,Germany,New York,SME,6,Mobile,Quarterly,25,1,2.931835874046083,4,0.03,12,10,60,Bank Transfer,0,No,No,0,19.92583450261914,Technical,3.0,0,0.2,0.4,29,Satisfied,0
Female,21,Canada,Delhi,Individual,11,Referral,Monthly,29,4,15.671803253007807,7,-0.03,8,30,330,Card,2,No,No,0,22.613737908574585,Billing,4.0,1,0.87,0.37,-5,Unsatisfied,1
Female,35,USA,Dhaka,Individual,37,Referral,Yearly,19,3,11.303112645393725,6,0.25,8,20,740,Card,0,No,Yes,2,21.62119894639713,Service,4.0,0,0.39,0.1,100,Neutral,1
Male,29,Bangladesh,Sydney,SME,29,Referral,Quarterly,22,3,16.93829847291574,4,0.11,22,20,580,PayPal,0,Yes,No,3,20.691367831938663,Technical,4.0,0,0.87,0.06,-7,Satisfied,1
Male,62,UK,Sydney,SME,46,Web,Monthly,19,4,13.23506399174076,3,-0.02,10,10,460,Card,0,No,Yes,3,5.861928751627634,,4.0,0,0.64,0.13,6,Neutral,1
Female,45,Canada,Delhi,Individual,39,Mobile,Monthly,22,6,17.09217141570377,4,-0.01,9,20,780,Card,0,Yes,No,0,22.0536675156898,Service,2.0,1,0.35,0.48,0,Satisfied,1
Female,65,Bangladesh,Delhi,SME,50,Web,Yearly,22,2,13.93623864506262,6,0.09,35,20,1000,PayPal,0,Yes,No,1,15.404076129863617,,4.0,0,0.27,0.11,53,Satisfied,0
Male,57,Germany,Berlin,Individual,2,Web,Quarterly,22,6,17.38188925659617,3,-0.16,0,70,140,Bank Transfer,0,No,Yes,2,28.91766916345113,Billing,4.0,0,0.63,0.31,-1,Satisfied,0
Male,27,Canada,London,Individual,56,Web,Monthly,22,4,7.141171497186743,4,-0.18,1,20,1120,Card,1,No,Yes,0,27.19239498667828,Billing,3.0,2,0.77,0.03,91,Unsatisfied,1
Male,68,Australia,Sydney,SME,36,Web,Yearly,10,4,17.620810101670852,6,0.06,15,20,720,Card,0,Yes,No,1,30.794046628344567,Billing,5.0,0,0.45,0.04,27,Unsatisfied,1
Female,74,Bangladesh,Sydney,Individual,15,Web,Monthly,0,2,12.05763791833998,4,-0.1,8,50,750,PayPal,2,Yes,Yes,0,6.1667031693032754,Technical,4.0,0,0.88,0.23,27,Satisfied,2
Male,18,Bangladesh,New York,Individual,57,Web,Yearly,26,7,26.61412971475289,6,0.2,10,30,1710,Card,1,Yes,No,3,14.161858796423555,,5.0,0,0.52,0.07,-10,Satisfied,2
Male,55,USA,Berlin,Individual,5,Web,Monthly,26,3,16.32602041492213,2,-0.04,4,30,150,Card,0,No,Yes,0,15.66326921458944,Billing,3.0,0,0.89,0.4,44,Satisfied,1
Male,33,Bangladesh,New York,Individual,46,Web,Monthly,38,5,6.563723139739111,3,0.15,22,20,920,Card,2,No,No,0,18.84287422231282,,5.0,0,0.36,0.15,26,Satisfied,1
Male,70,UK,Sydney,Individual,13,Web,Quarterly,25,6,17.196418338992782,7,0.05,6,50,650,Bank Transfer,0,No,Yes,0,22.71849160008816,Billing,4.0,1,0.39,0.17,80,Satisfied,2
Male,34,UK,New York,Individual,30,Mobile,Quarterly,22,5,4.641783189139639,5,-0.1,0,100,3000,Card,1,Yes,No,0,17.955766353920044,Technical,5.0,0,0.65,0.45,-15,Satisfied,1
Female,27,Australia,London,Individual,30,Mobile,Yearly,12,6,15.950285123135744,6,0.21,14,30,900,Bank Transfer,0,Yes,No,1,20.968869769195244,Technical,2.0,0,0.22,0.07,-12,Satisfied,0
Male,39,India,Dhaka,SME,8,Referral,Monthly,19,0,16.935511893361127,1,0.02,9,20,160,Card,1,No,No,1,23.60152624811714,Service,4.0,0,0.77,0.02,31,Neutral,0
Female,38,Canada,Toronto,Enterprise,20,Web,Yearly,11,2,22.981659422951186,4,0.01,2,20,400,Bank Transfer,0,No,Yes,1,32.521991650587324,Billing,4.0,0,0.75,0.08,-3,Neutral,0
Female,48,Canada,Sydney,Individual,10,Referral,Yearly,26,6,10.325278687338145,8,-0.1,4,70,700,Bank Transfer,3,No,No,3,38.68662570498514,Service,3.0,0,0.74,0.17,17,Satisfied,0
Male,43,Bangladesh,London,Individual,55,Mobile,Yearly,17,0,12.048840760304444,7,0.07,0,70,3850,PayPal,1,No,Yes,1,43.5980358235368,Service,4.0,0,0.49,0.04,56,Satisfied,2
Male,41,Canada,London,Enterprise,10,Web,Monthly,16,5,13.25409207270539,8,0.2,23,20,200,Card,2,No,No,1,26.40000974215968,Service,2.0,0,0.5,0.39,-87,Neutral,0
Male,21,Canada,London,Individual,15,Web,Monthly,14,3,8.474285136671424,4,-0.09,7,50,750,Card,0,No,No,0,19.343524485750464,Billing,4.0,0,0.33,0.47,7,Neutral,1
Male,55,India,Berlin,Individual,56,Web,Yearly,10,1,11.546035078946767,8,0.07,0,30,1680,Card,0,Yes,No,0,27.091757316996663,Technical,2.0,0,0.74,0.07,-16,Unsatisfied,1
Male,69,India,Delhi,Individual,57,Web,Yearly,23,2,17.262223588475024,7,0.02,1,50,2850,PayPal,2,No,No,2,30.20743854674248,Technical,3.0,0,0.89,0.05,63,Neutral,0
